,amp1,amp2,amp3,amp4
0,0.014778820395573478,0.011566224367250773,0.012497787371001436,0.019645447839530244
1,0.014398675024730802,0.004191852311446819,0.007107222139856661,0.010024400520882644
2,0.025923969161138566,0.004056985676051755,0.0008782964878435136,0.002555065013614154
3,0.015796388369609327,0.005482621348237134,0.008037889270549489,0.017792080673219298
4,0.0064120633946455965,0.014716423894315527,0.013376617953445576,0.03365269440524063
5,0.014183492580951322,0.007799223646680174,0.022795375484044245,0.002207389529709011
6,0.007232866648592965,0.01674057006598048,0.0073828596737020085,0.0005172412545238614
7,0.015028785881007357,0.0029327200268027378,0.007817587184523049,0.011961590063169866
8,0.005290920394958738,0.018724681916236646,0.017946388882384492,0.013023825127169883
9,0.003780603523580254,0.00708161819121958,0.012342740485794732,0.013742601648978774
10,0.010534793049318172,0.016446404670141537,0.008768469704124935,0.004431963192100475
11,0.004788210122102669,0.01606946838387266,0.016328626528429452,0.013274765509258173
12,0.008233256675259574,0.009380754339519468,0.015977791095626928,0.007073046235941929
13,0.005684003617159448,0.010876127648710918,0.010039144084671093,0.007399802679569869
14,0.018508183711505064,0.008208863829627782,0.009563997702246575,0.023986096575508903
15,0.011894828046108755,0.010230334465031585,0.024323054899260937,0.015007334992405934
16,0.011186720341441062,0.01066743499670907,0.004070393569182105,0.020853954451700837
17,0.012136875988960088,0.004359991505135757,0.005164242405491496,0.006976504744940178
18,0.011453167959906174,0.013076983361463259,0.01259128185561308,0.005995629431895494
19,0.002397122563332764,0.009454315792163062,0.017099614624471387,0.014602316066429958
20,0.002670347088823353,0.015493972686434475,0.006124241251575284,0.0089336476284897
21,0.0062574831559473075,0.011382071940675049,0.007605761351605968,0.008783604050829263
22,0.01383541600546718,0.008878687747015498,0.011063338502508062,0.0016329922366150663
23,0.00684593432794706,0.01040108760099066,0.017187195687582715,0.019986911131023438
24,0.0041789142108951864,0.0013710377179510633,0.004883785768181878,0.01733792505895252
25,0.017008686044950986,0.0049538936890891755,0.013781925492791405,0.023414771057136824
26,0.025588104088474506,0.010864157822461081,0.0035668412868965485,0.007778112698937954
27,0.019741635157815934,0.006907485021248724,0.020936419011391247,0.020094039399516025
28,0.014876330142861256,0.004841713741336988,0.018687646879317895,0.013627761211271338
29,0.006307971792589026,0.0024590280938036314,0.014764057883172475,0.006659777288687828
30,0.020689780354092576,0.008542183849482025,0.015113943200309423,0.01855728511290125
31,0.015534538984103738,0.013301200821052659,0.013979978131484484,0.01271977575864324
32,0.011699877745327028,0.03554826005309581,0.013016874891553766,0.019692260421625224
33,0.009573692318579964,0.01075959091713546,0.0135879908902574,0.013561811875751508
34,0.010877204997494573,0.016870188863211663,0.028814599362850097,0.014141893287318701
35,0.0014185581292896347,0.0006309291955136861,0.012353579288744077,0.009182994140888419
36,0.0101041147945464,0.012610355856320307,0.004664618653667989,0.009115986475059916
37,0.012417409360402348,0.00885765771390894,0.01661635790779564,0.013589903740179037
38,0.023979329070864783,0.034762725887142736,0.0030425647810209443,0.010621116698792976
39,0.012023494594996954,0.011288426179095042,0.006977136664571103,0.008073123800624546
40,0.013100504375046451,0.02500169360208131,0.017698803339977556,0.004160201294309426
