,amp1,amp2,amp3,amp4
0,0.0017581324649894041,0.0016230414376572533,0.003211177062784928,0.001864029707113225
1,0.0026285796395035524,0.0011579685543212394,0.0022771247371650926,0.000631334396166133
2,0.0013578189382736586,0.0015304692817741511,0.0011431545856726286,0.00013867017872915254
3,0.0014129669541387611,0.0015020681607941584,0.0009147829959946828,0.00033820280748496855
4,0.0010104131339347354,0.001199609139998047,0.001094688607066553,0.0009132014180800755
5,0.0024793044415912856,0.002073974628016,0.0009906939714565764,0.0005170161712661737
6,0.002137706142237629,0.0011820167360290942,0.0009283380753880284,0.0008585422113510397
7,0.0016387056500184025,0.001077515474995913,0.0009111309268408643,0.0014132596729586667
8,0.00043891079657695884,0.0012031584703470878,0.0007194657450664471,0.00139343995209109
9,0.0009209178637053673,0.0003316037854820045,0.0008253295922484186,0.00035842147661194245
10,0.0010569906685986682,0.0017577328690269276,0.0007927206701514931,0.0014530556236465875
11,0.0029093178895503715,0.0018033666021666757,0.0018182091192696596,0.0011497251089277604
12,0.0013277794366112756,0.0007035240941665085,0.000747850488805318,0.0007873883329159274
13,0.0031425149743529255,0.0015745006232279403,0.00279080500767751,0.0023289928395359765
14,0.002291271119255609,0.00199675552773817,0.001165136876459841,0.001385969439824791
15,0.003483412146900491,0.001920588028505788,0.0016607549637820006,0.0013924569815549988
16,0.0021677465542998104,0.001330987736819296,0.0016027597695024032,0.0009195632823148377
17,0.002956862993028275,0.001473470455058086,0.0019133418082949057,0.0010168249572439225
18,0.0008204226261548826,0.003091069114331918,0.0009805377066958723,0.0016091345748657218
19,0.001958088292018342,0.0014785861882204098,0.0026310118254292934,0.001332550699461573
20,0.0008889349170937306,0.0006682903258304414,0.002739390599746146,0.0009594714759357181
21,0.0010241655353972015,0.0013354232523046805,0.0018521777226943273,0.0010681823467061798
22,0.002419790941331657,0.0016224954673420837,0.0012807316083382027,0.001433144660291532
23,0.0016820579102311561,0.002372948575479452,0.002356839136674359,0.00018282921188315568
24,0.0007532928111531833,0.0007818381908120316,0.001877324640875498,0.0004221539655435082
25,0.003113209711167212,0.0016833794315586144,0.0020671559622896097,0.0003174621884862233
26,0.0010677660789823159,0.0008448550732021089,0.00014550124877061815,0.00017571704191991902
27,0.001544036847189521,0.003257089762323074,0.0015789035034168217,0.0017734370481305912
28,0.0005161524751085571,0.002287257942401919,0.0022070315620751654,0.0009627173067149187
29,0.000689838822367243,0.0029270859762424227,0.0023303759278077824,0.0010262774485978296
30,0.0016170385987302927,0.0003610606112991732,0.0021887355663748023,0.00110523323334141
31,0.0017171365027181997,0.0013268068943780341,0.0013170498251608416,0.0007591267748985821
32,0.0006983677578014046,0.0012772589404271854,0.002091429861945756,0.0007720038225861809
33,0.0006005060269104486,0.0004374030595673659,0.0024708187520124363,0.0006846376259309619
34,0.001254386534688725,0.000812126422925623,0.000586857834053124,0.00010836342292704232
35,2.3475198528832467e-05,0.0013287891513653353,0.0009159824048492189,0.002072419069297188
36,0.0018566266028215836,0.0009470306550691216,0.002243119752307939,0.0007640047948042753
37,0.0015532808478702894,0.0010913807019274685,0.0021243952010837493,0.0022559151967285894
38,0.0013835621816982611,0.002278495718338889,0.0015770377326768316,0.001107890166313122
39,0.0010590222542222092,0.002062623783169303,0.0010589005777346093,0.0011390326938540629
40,0.000687896393540499,0.0024823653991990803,0.0013043973843508165,0.001406832292194629
41,0.0015179655575526026,0.002401560850555118,0.001666905165318258,0.001534368186145584
42,0.0016949167675461053,0.0010382245109544703,0.0017597414021110669,0.0007294989883785489
