,freq
0,303.02959273366537
1,306.0298857310284
2,293.02861607578865
3,292.02851841000097
4,296.0289090731517
5,282.02754175212425
6,306.0298857310284
7,292.02851841000097
8,311.0303740599668
9,285.0278347494872
10,294.0287137415763
11,305.0297880652407
12,293.02861607578865
13,301.02939740209007
14,306.0298857310284
15,301.02939740209007
16,301.02939740209007
17,298.02910440472704
18,288.02812774685026
19,298.02910440472704
20,293.02861607578865
21,304.02969039945305
22,289.02822541263794
23,301.02939740209007
24,303.02959273366537
25,284.02773708369955
26,295.028811407364
27,304.02969039945305
28,302.0294950678777
29,304.02969039945305
30,301.02939740209007
31,301.02939740209007
32,307.0299833968161
33,295.028811407364
34,307.0299833968161
35,290.0283230784256
36,285.0278347494872
37,301.02939740209007
38,304.02969039945305
39,300.0292997363024
40,283.0276394179119
41,303.02959273366537
42,295.028811407364
43,307.0299833968161
44,301.02939740209007
45,282.02754175212425
46,293.02861607578865
47,291.0284207442133
48,298.02910440472704
49,283.0276394179119
50,301.02939740209007
51,298.02910440472704
52,301.02939740209007
53,301.02939740209007
54,301.02939740209007
55,301.02939740209007
56,289.02822541263794
57,301.02939740209007
58,301.02939740209007
59,301.02939740209007
60,290.0283230784256
61,301.02939740209007
62,301.02939740209007
63,292.02851841000097
64,294.0287137415763
65,288.02812774685026
66,301.02939740209007
67,301.02939740209007
68,301.02939740209007
69,304.02969039945305
70,301.02939740209007
71,301.02939740209007
72,301.02939740209007
73,294.0287137415763
74,301.02939740209007
75,301.02939740209007
76,286.0279324152749
77,293.02861607578865
78,303.02959273366537
79,283.0276394179119
80,287.0280300810626
81,297.02900673893936
82,301.02939740209007
83,311.0303740599668
84,301.02939740209007
85,301.02939740209007
86,301.02939740209007
87,301.02939740209007
88,301.02939740209007
89,301.02939740209007
90,301.02939740209007
91,301.02939740209007
92,304.02969039945305
93,301.02939740209007
94,284.02773708369955
95,294.0287137415763
96,301.02939740209007
97,282.02754175212425
98,302.0294950678777
99,301.02939740209007
100,301.02939740209007
101,301.02939740209007
102,301.02939740209007
103,301.02939740209007
104,301.02939740209007
105,301.02939740209007
106,301.02939740209007
107,301.02939740209007
108,301.02939740209007
109,292.02851841000097
110,290.0283230784256
111,301.02939740209007
112,301.02939740209007
113,301.02939740209007
114,301.02939740209007
115,302.0294950678777
116,301.02939740209007
