,freq
0,303.02959273366537
1,306.0298857310284
2,293.02861607578865
3,296.0289090731517
4,306.0298857310284
5,292.02851841000097
6,285.0278347494872
7,305.0297880652407
8,293.02861607578865
9,306.0298857310284
10,301.02939740209007
11,298.02910440472704
12,288.02812774685026
13,298.02910440472704
14,293.02861607578865
15,289.02822541263794
16,301.02939740209007
17,303.02959273366537
18,295.028811407364
19,304.02969039945305
20,302.0294950678777
21,304.02969039945305
22,301.02939740209007
23,307.0299833968161
24,295.028811407364
25,307.0299833968161
26,290.0283230784256
27,285.0278347494872
28,301.02939740209007
29,304.02969039945305
30,300.0292997363024
31,303.02959273366537
32,295.028811407364
33,307.0299833968161
34,293.02861607578865
35,291.0284207442133
36,298.02910440472704
37,301.02939740209007
38,298.02910440472704
39,301.02939740209007
40,301.02939740209007
41,301.02939740209007
42,289.02822541263794
43,301.02939740209007
44,301.02939740209007
45,301.02939740209007
46,290.0283230784256
47,301.02939740209007
48,294.0287137415763
49,288.02812774685026
50,301.02939740209007
51,301.02939740209007
52,301.02939740209007
53,301.02939740209007
54,301.02939740209007
55,301.02939740209007
56,294.0287137415763
57,301.02939740209007
58,301.02939740209007
59,286.0279324152749
60,293.02861607578865
61,303.02959273366537
62,299.0292020705147
63,287.0280300810626
64,297.02900673893936
65,301.02939740209007
66,301.02939740209007
67,301.02939740209007
68,301.02939740209007
69,301.02939740209007
70,301.02939740209007
71,301.02939740209007
72,304.02969039945305
73,301.02939740209007
74,294.0287137415763
75,301.02939740209007
76,302.0294950678777
77,301.02939740209007
78,301.02939740209007
79,301.02939740209007
80,301.02939740209007
81,301.02939740209007
82,301.02939740209007
83,301.02939740209007
84,301.02939740209007
85,292.02851841000097
86,290.0283230784256
87,301.02939740209007
88,301.02939740209007
89,301.02939740209007
90,301.02939740209007
91,302.0294950678777
92,301.02939740209007
